 time, distance, heartrate, cadence, velocity_smooth, altitude, grade_smooth
12530,  23164.3,       181,       0,            0.98,    510.7,         38.1
12531,    23165,       181,       0,           1.046,    512.4,         39.6
12532,  23165.8,       181,       0,           1.012,    512.4,         36.4
12533,    23167,       181,       0,           0.988,    512.7,         40.1
12534,  23167.8,       181,       0,            0.98,    512.7,         38.7
12535,    23169,       181,       0,           0.946,    514.4,         25.4
12536,  23170.6,       181,       0,           1.128,    514.7,         26.7
12537,  23172.5,       181,       0,           1.352,    514.7,           40
12538,  23173.8,       181,       0,            1.36,    515.1,         37.7
12539,  23175.6,       181,       0,            1.57,    515.1,         26.9
12540,  23175.8,       181,       0,           1.374,    515.1,         27.1
12541,  23177.1,       181,       0,           1.282,    516.7,         41.9
12542,  23177.7,       181,       0,            1.04,    516.7,         36.6
12543,  23178.4,       181,       0,           0.912,    516.7,         43.7
12544,    23179,       181,       0,           0.678,    517.1,         41.7
12545,  23179.5,       181,       0,           0.726,    517.1,         38.7
12546,  23179.8,       181,       0,           0.544,    517.1,         45.3
12547,  23180.2,       181,       0,           0.494,    518.7,         43.9
12548,  23181.6,       181,       0,           0.632,    518.7,         29.6
12549,  23182.8,       181,       0,           0.756,    519.2,         29.5
12550,  23183.5,       181,       0,           0.796,    519.2,           30
12551,  23183.7,       181,       0,            0.78,    519.2,           48
12552,  23184.4,       181,       0,            0.85,    519.2,         46.4
12553,  23185.1,       181,       0,           0.716,    519.7,         45.3
12554,  23185.8,       181,       0,           0.596,    519.7,         29.7
12555,  23186.3,       181,       0,           0.572,    519.7,           47
12556,  23187.2,       181,       0,           0.704,    519.7,         43.5
12557,  23187.9,       181,       0,           0.692,    519.7,         39.5
